,sex,age,household_position,household_size,prev_residence_place,citizenship,country_birth,edu_level,economic_status,cur_eco_activity,Marital_status,occupation
9036,Male,10,1122,114,1,1,1,5,111,138,2,low_level
34849,Female,10,1122,113,1,1,1,1,111,133,2,high_level
20078,Male,5,1110,113,1,1,1,3,111,131,1,high_level
15206,Female,8,1122,113,1,1,1,3,111,138,2,high_level
43909,Male,8,1122,114,1,1,1,5,111,137,2,low_level
1787,Female,6,1210,111,1,1,1,3,111,138,1,low_level
16582,Male,11,1122,125,1,1,1,2,111,133,2,high_level
12132,Male,10,1122,114,1,1,1,3,111,131,2,low_level
18224,Female,10,1122,113,1,1,1,3,111,139,2,high_level
39412,Female,10,1122,114,1,1,1,2,111,138,2,high_level
7396,Female,4,1110,126,1,1,1,2,112,132,1,high_level
22732,Female,12,1131,112,1,1,1,5,111,137,1,low_level
49660,Female,8,1132,114,1,1,1,5,111,131,1,high_level
39262,Female,9,1122,114,1,1,1,3,111,137,2,high_level
3351,Male,11,1121,112,1,1,1,5,111,136,2,low_level
3950,Male,12,1121,112,1,1,1,1,111,111,2,low_level
6684,Male,10,1122,113,1,1,1,3,111,137,2,low_level
13293,Female,9,1140,113,1,1,1,3,111,122,4,high_level
27700,Female,10,1132,113,1,1,1,2,111,138,4,high_level
35649,Female,4,1110,114,1,1,1,2,112,139,1,high_level
7813,Female,11,1121,112,1,1,1,1,111,131,2,high_level
46792,Female,8,1122,114,1,1,1,5,111,137,2,low_level
55378,Male,4,1110,125,1,1,1,2,111,139,1,high_level
6149,Female,5,1110,114,1,1,1,2,111,131,1,high_level
31919,Female,5,1110,113,1,1,1,3,111,135,1,high_level
18487,Male,8,1122,114,1,1,1,3,111,122,2,low_level
17381,Male,6,1210,111,1,1,1,5,111,134,1,low_level
16085,Female,7,1122,114,1,1,1,3,111,138,2,high_level
50497,Male,11,1121,112,1,1,1,2,111,132,2,high_level
47290,Male,4,1110,125,1,1,1,3,111,132,1,high_level
5907,Male,10,1122,114,1,1,1,2,111,122,2,high_level
3275,Male,9,1121,112,1,1,1,5,120,135,2,low_level
56559,Male,11,1122,113,1,1,1,3,111,138,2,low_level
19274,Female,9,1122,125,1,1,1,5,111,137,2,low_level
27158,Male,9,1122,125,1,1,1,3,111,135,2,high_level
2811,Male,6,1131,112,1,1,1,4,111,133,1,low_level
42020,Female,8,1122,114,1,1,1,3,111,135,2,high_level
40573,Female,12,1121,112,1,1,1,3,111,137,2,high_level
2514,Male,4,1110,114,1,1,1,2,111,131,1,high_level
15082,Female,10,1122,113,1,1,1,1,111,132,2,high_level
49199,Female,7,1121,112,1,1,1,2,111,138,2,high_level
48082,Female,9,1122,114,1,1,1,3,111,135,2,high_level
50089,Male,10,1122,125,1,1,1,4,111,136,2,high_level
27352,Female,9,1122,114,1,1,1,3,111,134,2,high_level
38540,Female,6,1131,112,1,1,1,3,111,135,1,high_level
3259,Female,9,1122,114,1,1,3,4,111,138,2,low_level
45747,Male,10,1122,113,1,1,1,5,111,135,2,low_level
6496,Female,8,1122,113,1,1,1,1,111,132,2,high_level
21315,Female,6,1121,112,2,1,1,5,111,138,2,high_level
16823,Male,9,1122,114,1,1,1,5,111,136,2,low_level
30440,Female,4,1110,114,1,1,1,2,112,135,1,high_level
58180,Female,9,1122,114,1,1,1,3,111,133,2,high_level
23565,Female,10,1121,112,1,1,1,2,111,132,2,high_level
48583,Male,11,1122,113,1,1,1,5,111,137,2,low_level
38629,Female,4,1110,125,1,1,1,2,112,132,1,high_level
54672,Female,12,1121,112,1,1,1,3,111,138,2,low_level
9474,Female,11,1121,112,1,1,1,3,111,138,2,high_level
38007,Male,7,1210,111,1,1,1,5,111,133,1,low_level
10158,Female,8,1121,112,1,1,1,3,111,139,2,high_level
18021,Female,13,1121,112,1,1,1,5,111,137,2,low_level
55941,Female,7,1122,125,1,2,2,2,111,131,2,high_level
40844,Male,9,1122,114,1,1,1,2,111,131,2,low_level
25101,Male,14,1210,111,1,1,1,5,111,135,4,low_level
15069,Male,5,1110,113,1,1,1,3,111,135,1,high_level
24477,Male,9,1122,114,1,1,1,3,111,131,2,high_level
39914,Female,13,1121,112,1,1,1,5,111,137,2,low_level
51303,Male,9,1210,111,1,1,1,3,120,111,1,low_level
15546,Female,8,1132,114,1,1,1,3,111,133,1,high_level
56246,Male,7,1210,111,1,1,1,3,111,124,1,low_level
53736,Female,11,1122,114,1,1,1,2,111,131,2,high_level
8369,Female,9,1122,113,1,1,1,3,111,122,2,high_level
17338,Male,4,1110,113,1,1,1,1,112,139,1,high_level
36991,Female,9,1122,125,1,1,1,3,111,138,2,high_level
2824,Female,12,1121,112,1,1,1,3,111,131,2,high_level
40714,Male,7,1122,113,1,1,1,5,111,131,2,low_level
30800,Male,13,1122,113,1,1,1,3,120,111,2,low_level
58156,Male,11,1122,114,1,1,1,5,111,137,2,low_level
13454,Male,8,1122,114,1,1,1,3,111,122,2,low_level
45920,Female,11,1122,113,1,1,1,1,111,137,2,high_level
29576,Female,5,1110,114,1,1,1,3,111,133,1,high_level
18710,Male,7,1110,112,1,1,1,2,111,135,1,high_level
27891,Male,9,1210,111,1,1,1,2,111,135,1,high_level
57430,Male,7,1121,112,1,1,1,4,111,131,2,low_level
25833,Female,10,1122,113,1,1,1,5,111,137,2,low_level
40333,Male,9,1122,126,1,1,1,5,111,138,2,low_level
32677,Male,11,1122,113,1,1,1,3,111,122,2,low_level
16669,Male,8,1121,112,1,1,1,3,111,133,2,low_level
33122,Male,7,1121,112,1,1,1,5,111,131,2,low_level
56507,Male,6,1122,125,1,2,2,1,111,131,2,high_level
35023,Male,10,1131,112,2,1,1,5,111,122,1,low_level
4823,Male,9,1122,114,1,1,1,4,111,134,2,low_level
58792,Female,8,1122,113,1,1,1,4,111,135,2,high_level
45057,Male,12,1122,113,1,1,1,3,111,122,2,low_level
54015,Female,12,1121,112,1,1,1,1,111,138,2,high_level
42926,Male,13,1121,112,1,1,1,1,120,111,2,low_level
48857,Female,10,1122,114,1,1,1,2,111,138,2,high_level
45549,Female,6,1210,111,1,1,1,3,111,137,1,high_level
31780,Female,6,1131,112,1,1,1,3,111,136,1,low_level
44981,Female,13,1140,114,1,2,2,1,111,135,4,high_level
19528,Female,5,1131,112,1,1,1,3,111,138,1,high_level
8047,Female,6,1220,113,1,1,1,3,111,131,1,high_level
54681,Male,10,1121,112,1,1,1,3,111,122,2,high_level
56347,Female,9,1121,112,1,1,1,1,111,135,2,high_level
28216,Male,11,1210,111,1,1,1,3,111,122,1,high_level
9057,Female,6,1131,112,1,1,1,4,111,138,1,low_level
54943,Female,9,1122,125,1,1,1,3,111,138,2,high_level
32436,Male,5,1110,112,1,1,1,3,111,135,1,high_level
56877,Female,6,1210,111,1,1,1,3,111,138,1,low_level
25610,Female,11,1122,113,1,1,1,3,111,138,2,high_level
6403,Female,8,1210,111,1,1,1,5,111,135,1,high_level
801,Male,6,1110,125,1,1,1,2,111,135,1,high_level
24518,Female,10,1121,112,1,1,1,2,111,138,2,high_level
440,Male,7,1121,112,1,1,1,5,111,136,2,low_level
3224,Male,6,1121,112,1,3,3,3,111,135,2,high_level
5139,Male,6,1210,111,1,1,1,5,111,135,1,low_level
52110,Male,8,1122,114,1,1,1,3,111,122,2,low_level
28779,Male,9,1122,114,1,1,1,3,111,133,2,low_level
53072,Male,8,1122,113,1,1,1,5,120,111,2,low_level
31292,Female,4,1110,114,1,1,1,2,111,131,1,high_level
49320,Male,12,1121,112,1,1,1,4,111,124,2,low_level
57183,Female,11,1210,111,1,1,1,1,111,138,3,high_level
7587,Male,12,1140,112,1,1,1,3,111,138,4,high_level
8921,Female,7,1122,114,1,1,1,3,111,138,2,high_level
18325,Female,7,1122,114,1,1,1,3,111,138,2,high_level
37991,Male,7,1122,114,1,1,1,5,111,131,2,low_level
48410,Female,9,1122,125,1,1,1,2,120,111,2,low_level
12569,Male,11,1121,112,1,1,1,3,111,111,2,low_level
55141,Male,10,1122,125,1,1,1,2,111,131,2,high_level
59594,Male,7,1122,125,1,1,1,5,111,137,2,low_level
31026,Male,5,1210,111,1,1,1,3,111,131,1,low_level
49797,Female,11,1121,112,1,1,1,3,120,131,2,low_level
54726,Male,9,1122,114,1,1,1,4,120,131,2,low_level
16388,Female,4,1110,125,1,1,1,3,112,131,1,high_level
2213,Female,10,1122,113,1,1,3,3,111,133,2,high_level
55038,Female,9,1122,113,1,1,1,2,111,136,2,high_level
12699,Male,12,1121,112,1,1,1,5,120,138,2,low_level
35523,Female,6,1131,112,1,1,1,5,111,136,1,low_level
41898,Female,6,1220,114,1,1,1,5,111,136,1,low_level
19180,Female,11,1122,113,1,1,1,5,111,138,2,low_level
50122,Female,7,1122,114,1,1,1,3,120,111,2,low_level
28772,Male,8,1122,114,1,1,1,4,111,131,2,low_level
29092,Female,7,1131,112,2,1,1,3,111,135,1,low_level
7072,Female,8,1122,114,1,1,1,3,111,133,2,high_level
34532,Male,7,1110,112,1,1,1,0,111,135,1,low_level
9709,Female,7,1122,125,1,1,1,5,111,137,2,low_level
33938,Female,6,1122,113,1,1,1,3,111,138,2,low_level
36989,Male,6,1131,112,1,1,1,3,111,132,1,high_level
18524,Female,10,1121,112,1,1,1,2,111,131,2,high_level
15831,Male,11,1122,113,1,1,1,5,111,135,2,low_level
16798,Female,8,1140,113,1,1,1,3,111,136,4,high_level
47699,Female,6,1122,114,1,1,1,2,111,138,2,high_level
58712,Female,7,1122,114,1,1,1,5,111,135,2,low_level
8429,Female,4,1110,125,1,1,1,2,112,122,1,high_level
40476,Male,8,1122,113,1,1,1,3,111,131,2,high_level
59701,Female,9,1122,114,1,1,1,3,111,134,2,high_level
39732,Male,5,1110,114,1,1,1,3,111,131,1,high_level
17192,Male,9,1122,114,1,1,1,3,111,131,2,low_level
52790,Female,8,1132,114,1,1,1,2,111,134,4,high_level
10404,Female,8,1121,112,1,1,3,5,111,131,2,high_level
28992,Male,7,1122,113,1,1,1,5,111,137,2,low_level
34584,Male,8,1122,114,1,1,1,2,111,136,2,high_level
7914,Male,11,1121,112,1,1,1,3,111,138,2,low_level
13560,Male,11,1122,126,1,1,1,2,111,122,2,high_level
39051,Male,5,1110,113,1,1,1,2,112,131,1,high_level
49644,Male,9,1210,111,1,1,3,2,111,131,4,high_level
39115,Female,8,1122,114,1,1,1,1,111,132,2,high_level
52938,Female,9,1122,114,1,1,1,5,111,138,2,high_level
57282,Female,10,1210,111,1,1,1,3,111,131,4,low_level
16441,Male,8,1122,125,1,1,1,3,111,133,2,high_level
2740,Male,11,1121,112,1,1,1,5,111,131,2,low_level
6695,Male,11,1122,113,1,1,1,3,111,131,2,low_level
35768,Male,4,1110,113,1,1,1,3,111,132,1,high_level
50608,Male,9,1122,113,1,1,1,5,111,134,2,low_level
10018,Male,6,1210,111,1,1,1,3,111,124,1,low_level
36631,Male,4,1110,114,1,1,1,3,111,131,1,high_level
7513,Female,8,1122,114,1,1,1,5,111,138,2,low_level
57703,Female,10,1122,113,1,1,2,5,111,137,2,low_level
24543,Male,5,1110,125,1,1,1,2,111,122,1,high_level
34178,Female,10,1210,111,1,1,1,5,111,138,1,low_level
21351,Female,10,1121,112,1,1,1,2,120,131,2,low_level
15849,Male,11,1122,113,1,1,1,5,111,136,2,low_level
47411,Female,11,1122,113,1,1,1,4,111,138,2,high_level
22334,Female,8,1122,113,1,1,1,5,111,138,2,low_level
9964,Male,7,1110,113,1,1,1,4,112,135,1,high_level
42171,Male,12,1121,112,1,1,1,5,120,138,2,low_level
3456,Male,10,1122,125,1,1,1,5,120,138,2,low_level
53159,Female,10,1122,113,1,1,1,3,111,133,2,high_level
1939,Female,8,1122,114,1,1,1,2,120,111,2,low_level
23461,Female,11,1121,112,1,1,3,3,111,135,2,high_level
44583,Female,7,1122,114,1,1,1,5,111,138,2,low_level
44559,Male,10,1122,113,1,1,1,5,111,137,2,low_level
26255,Female,9,1122,114,1,1,1,3,111,133,2,high_level
8728,Male,10,1121,112,1,1,1,3,111,133,2,low_level
30678,Female,8,1131,112,1,1,1,2,111,135,1,high_level
46038,Female,7,1132,114,1,1,3,2,111,131,1,high_level
58567,Male,10,1122,125,1,1,1,3,111,122,2,high_level
21796,Female,9,1121,112,1,1,1,3,111,136,2,high_level
36513,Female,8,1122,114,1,1,1,5,111,135,2,low_level
54441,Male,6,1110,114,1,1,1,5,111,131,1,low_level
24611,Female,8,1132,114,1,1,1,5,111,138,1,low_level
47737,Male,6,1122,114,1,1,1,3,111,131,2,low_level
55301,Male,9,1122,114,1,1,1,4,111,131,2,low_level
44159,Female,4,1210,111,1,1,1,1,111,135,1,high_level
42570,Male,5,1110,113,1,1,1,3,111,133,1,low_level
6669,Female,12,1121,112,1,1,1,5,111,137,2,low_level
49606,Male,10,1122,114,1,1,1,3,111,131,2,low_level
3911,Female,9,1121,112,1,1,1,3,111,134,2,high_level
44581,Female,11,1121,112,1,1,1,5,111,137,2,low_level
97,Male,11,1210,111,1,1,1,5,111,137,4,low_level
8947,Female,10,1122,113,1,1,1,2,111,135,2,high_level
20175,Female,6,1131,112,1,1,1,5,111,137,1,low_level
29211,Female,7,1131,112,1,1,1,3,111,131,1,low_level
22868,Female,7,1122,113,1,1,1,3,111,122,2,high_level
44622,Female,7,1122,113,1,1,1,3,111,135,2,high_level
14500,Female,10,1122,126,1,1,1,2,120,111,2,low_level
43567,Female,9,1132,125,1,1,1,2,111,122,1,high_level
2117,Male,5,1110,113,1,1,1,5,111,124,1,low_level
45590,Male,9,1122,114,1,1,1,3,111,136,2,low_level
45560,Female,4,1110,113,1,1,1,2,112,132,1,high_level
58444,Female,6,1210,111,1,1,1,5,111,138,1,low_level
33629,Female,8,1122,114,1,1,1,3,111,131,2,high_level
865,Male,9,1122,114,1,1,1,5,111,139,2,low_level
29679,Male,10,1121,112,1,1,1,3,111,124,2,low_level
23537,Female,6,1121,112,1,1,1,3,111,134,2,high_level
6491,Male,11,1122,113,1,1,1,5,120,135,2,low_level
4234,Female,10,1122,114,1,1,1,4,111,133,2,high_level
29336,Male,9,1121,112,1,1,1,5,111,138,2,low_level
51244,Male,7,1131,112,1,1,1,5,111,135,1,low_level
58228,Female,5,1131,112,1,1,1,2,111,122,1,high_level
21465,Female,10,1122,114,1,1,1,4,111,131,2,high_level
44266,Male,8,1122,125,1,1,1,3,111,138,2,high_level
26543,Male,5,1110,113,1,1,1,2,112,131,1,high_level
24707,Male,11,1122,114,1,1,1,5,111,137,2,low_level
39528,Female,7,1122,114,1,1,2,1,111,135,2,high_level
35283,Female,13,1121,112,1,1,1,2,111,132,2,high_level
10511,Female,11,1140,112,1,1,1,3,111,138,4,high_level
22112,Female,9,1140,112,1,1,1,5,111,138,4,low_level
34793,Male,6,1131,112,1,1,1,5,111,136,1,low_level
43263,Female,4,1110,114,1,1,1,3,112,131,1,high_level
25976,Female,11,1122,114,1,1,1,5,111,137,2,low_level
29180,Female,10,1131,112,1,1,1,5,111,138,1,high_level
3263,Male,11,1122,113,1,1,1,5,111,134,2,low_level
56335,Female,6,1210,111,1,1,1,3,111,132,1,high_level
33417,Female,5,1131,112,1,1,1,5,111,122,1,low_level
57978,Female,8,1122,114,1,1,1,3,111,138,2,low_level
48562,Male,5,1110,113,1,1,1,3,111,135,1,high_level
18076,Female,9,1122,125,1,1,1,2,111,135,2,high_level
14176,Female,10,1122,113,1,1,1,3,111,138,2,low_level
55386,Male,12,1122,113,1,1,1,5,111,137,2,low_level
7776,Male,8,1132,114,1,1,1,3,111,122,1,high_level
52010,Female,5,1131,112,1,1,1,3,111,131,1,high_level
55616,Male,9,1122,114,1,1,1,5,111,122,2,low_level
1551,Male,8,1122,114,1,1,1,5,111,135,2,low_level
53057,Male,13,1121,112,1,1,1,5,111,136,2,low_level
19783,Male,5,1110,114,1,1,1,3,111,138,1,high_level
39074,Male,8,1132,114,1,2,2,2,111,135,3,high_level
46446,Male,4,1110,114,1,1,1,1,112,131,1,high_level
26329,Male,8,1122,114,1,1,1,5,111,122,2,low_level
44753,Male,11,1122,113,1,1,1,2,111,135,2,low_level
24690,Female,7,1210,111,2,1,1,3,111,135,4,high_level
50686,Female,9,1122,114,1,1,3,3,111,132,2,low_level
18439,Female,12,1122,113,1,1,1,2,111,135,2,low_level
59285,Female,9,1122,114,1,1,1,1,111,135,2,high_level
34310,Male,11,1121,112,1,1,1,3,111,138,2,high_level
47942,Male,11,1122,114,1,1,1,5,120,135,2,low_level
48340,Male,8,1122,114,1,1,1,3,111,133,2,low_level
22698,Female,10,1121,112,1,1,1,5,120,135,2,low_level
5297,Male,5,1110,114,1,1,1,3,111,139,1,high_level
27456,Male,12,1122,114,1,1,1,3,111,122,2,high_level
54119,Female,11,1122,125,1,1,3,1,111,135,2,high_level
55407,Male,9,1132,113,1,1,1,5,111,138,4,low_level
6990,Female,4,1110,114,1,1,1,3,112,131,1,high_level
30528,Male,10,1131,112,1,1,1,5,111,136,1,low_level
20347,Female,10,1210,111,1,1,1,3,111,137,1,low_level
47174,Female,5,1110,113,1,1,1,3,111,138,1,high_level
14354,Male,7,1132,114,1,1,1,3,111,131,1,high_level
30889,Female,5,1110,125,1,1,1,2,111,122,1,high_level
56342,Female,5,1131,112,1,1,1,3,111,138,1,high_level
42802,Male,12,1122,113,1,1,1,5,111,137,2,low_level
59329,Female,10,1122,113,1,1,1,5,111,137,2,low_level
19329,Male,8,1122,114,1,1,1,5,111,135,2,low_level
14426,Female,7,1122,114,1,1,1,3,111,131,2,high_level
20476,Female,6,1121,112,1,1,1,3,120,139,2,high_level
47556,Female,9,1131,112,1,1,1,3,111,135,1,low_level
38997,Female,9,1122,114,1,1,1,5,111,137,2,low_level
40148,Female,4,1110,125,1,1,1,3,112,122,1,high_level
55787,Female,6,1122,113,1,1,1,5,111,137,2,low_level
34337,Female,10,1122,125,1,1,1,2,111,135,2,high_level
56535,Male,6,1210,111,1,1,1,5,111,135,1,low_level
43834,Female,12,1121,112,1,1,1,1,111,131,2,high_level
18163,Female,9,1132,113,1,1,1,5,111,134,1,low_level
39301,Female,10,1122,114,1,1,1,3,111,138,2,high_level
2734,Female,6,1131,112,1,1,1,1,111,138,1,high_level
16981,Female,10,1122,114,1,1,1,5,111,136,2,low_level
46986,Female,11,1121,112,1,1,1,1,111,138,2,high_level
20244,Female,8,1131,112,1,1,1,3,111,135,1,high_level
47279,Male,8,1122,113,1,1,1,2,111,122,2,high_level
52497,Female,12,1121,112,1,1,1,5,111,137,2,low_level
23083,Female,8,1122,125,1,1,1,1,111,138,2,high_level
35586,Male,8,1122,125,1,1,1,3,111,131,2,low_level
11028,Male,10,1122,114,1,1,1,5,111,135,2,low_level
11122,Male,10,1210,111,1,1,1,5,111,136,1,low_level
37177,Female,6,1110,114,1,2,1,3,111,124,1,high_level
29512,Male,11,1121,112,1,1,1,1,120,111,2,low_level
43672,Female,11,1121,112,1,1,1,2,111,132,2,high_level
20830,Female,12,1210,111,1,1,1,1,111,132,4,high_level
58090,Female,7,1132,113,1,1,1,3,111,135,1,high_level
1320,Male,4,1110,114,1,1,1,1,112,131,1,high_level
49023,Male,10,1210,111,1,1,1,5,111,138,1,low_level
14297,Male,11,1122,113,1,1,1,5,111,137,2,low_level
21194,Female,8,1122,114,1,1,1,2,120,132,2,low_level
16970,Male,6,1210,111,1,1,1,5,111,122,1,low_level
42766,Male,11,1122,114,1,1,1,5,111,137,2,low_level
49769,Male,10,1122,125,1,1,1,1,111,133,2,low_level
46694,Female,7,1121,112,1,1,1,5,111,134,2,high_level
37293,Male,9,1122,125,1,1,1,3,111,131,2,high_level
24740,Female,6,1210,111,1,1,1,5,111,138,1,high_level
33475,Male,10,1122,114,1,1,1,5,111,137,2,low_level
49034,Female,11,1122,114,1,1,1,1,111,139,2,high_level
48421,Female,10,1122,113,1,1,1,3,111,138,2,high_level
30219,Female,9,1122,125,1,1,1,3,111,111,2,high_level
14917,Male,9,1122,125,1,1,1,5,111,138,2,low_level
21426,Male,12,1121,112,1,1,1,5,111,137,2,low_level
32080,Female,8,1122,113,1,1,1,2,111,122,2,high_level
53440,Female,11,1131,112,1,1,1,5,111,136,4,low_level
14791,Female,4,1110,114,1,1,1,2,111,131,1,high_level
8216,Male,11,1210,111,1,1,1,5,111,139,1,low_level
22335,Female,9,1122,113,1,1,1,5,111,133,2,high_level
19806,Male,5,1110,113,1,1,1,2,111,135,1,high_level
1417,Male,10,1122,114,1,1,1,2,111,122,2,high_level
25769,Male,8,1122,113,1,1,1,5,111,135,2,high_level
16863,Female,4,1110,114,1,1,1,2,112,131,1,high_level
14129,Female,7,1110,125,2,1,1,3,111,137,1,high_level
32582,Female,9,1122,114,1,1,1,3,111,135,2,low_level
15251,Male,6,1122,113,2,2,2,1,120,124,2,low_level
4693,Male,9,1122,114,1,1,1,2,111,136,2,high_level
1949,Female,6,1131,112,1,1,1,5,111,137,1,low_level
48155,Female,11,1210,111,1,1,1,5,111,136,1,low_level
16019,Female,9,1122,113,1,1,1,3,111,131,2,high_level
50484,Female,10,1131,112,1,1,1,5,111,135,4,low_level
24758,Female,9,1122,114,1,1,1,5,111,137,2,low_level
30584,Male,8,1210,111,2,1,1,5,111,135,1,low_level
47078,Female,7,1122,114,1,1,1,5,111,138,2,low_level
43199,Male,11,1121,112,1,1,1,3,111,138,2,high_level
41168,Female,7,1140,113,1,1,1,2,111,138,4,high_level
60094,Female,8,1122,114,1,1,1,4,111,138,2,low_level
59348,Female,10,1122,125,1,1,1,3,111,136,2,low_level
44212,Male,7,1121,112,1,1,1,1,120,135,2,high_level
55332,Male,10,1132,113,1,1,1,2,120,131,4,low_level
51905,Male,12,1121,112,1,1,1,3,120,111,2,low_level
43469,Female,15,1220,112,1,1,1,3,120,139,1,low_level
26945,Male,8,1122,114,1,1,1,2,111,122,2,high_level
16246,Male,9,1122,125,1,1,1,3,120,132,2,low_level
54087,Female,10,1140,112,1,1,1,1,111,135,4,high_level
38353,Female,12,1131,112,1,1,1,3,120,139,4,low_level
27531,Female,6,1131,112,1,1,1,3,111,137,1,high_level
58299,Female,10,1122,113,1,1,1,2,111,135,2,high_level
715,Male,10,1122,114,1,1,1,5,111,137,2,low_level
20732,Female,10,1122,125,1,1,1,3,111,138,2,high_level
38983,Female,4,1110,114,1,1,1,2,112,134,1,low_level
46753,Female,9,1210,111,1,1,1,5,111,133,1,low_level
826,Female,12,1122,113,1,1,1,2,120,111,2,low_level
6467,Female,10,1122,114,1,1,1,3,111,135,2,high_level
38116,Male,6,1131,112,1,1,1,3,111,136,1,high_level
49419,Female,13,1121,112,1,1,1,2,120,111,2,low_level
45785,Female,11,1122,114,1,1,1,2,111,135,2,high_level
41322,Male,13,1210,111,1,1,1,3,111,135,4,high_level
30970,Female,7,1131,112,1,1,1,5,111,136,1,low_level
54912,Male,4,1110,114,1,1,1,2,112,131,1,high_level
8692,Male,5,1110,112,1,1,1,2,111,135,1,high_level
52264,Male,7,1210,111,1,1,1,5,111,133,1,low_level
31929,Male,13,1122,113,1,1,1,3,120,132,2,low_level
4967,Female,6,1210,111,1,1,1,5,112,138,1,high_level
31990,Male,5,1121,112,1,1,1,3,111,135,2,low_level
47371,Female,7,1121,112,1,1,1,3,120,139,2,high_level
9766,Female,6,1210,111,1,1,1,5,111,137,1,low_level
58996,Female,9,1122,114,1,1,1,5,111,133,2,low_level
2146,Male,8,1122,114,1,1,1,3,111,124,2,low_level
11060,Female,7,1122,113,1,1,1,3,111,135,2,high_level
42224,Female,7,1132,113,1,1,1,5,111,131,1,low_level
18992,Male,6,1122,125,1,1,1,2,111,131,2,high_level
4484,Female,6,1131,112,1,1,1,5,111,135,1,high_level
48502,Female,10,1122,114,1,1,1,5,111,138,2,low_level
9221,Female,10,1122,114,1,1,1,5,111,137,2,low_level
56948,Female,6,1121,112,1,1,1,5,111,135,2,low_level
17864,Male,10,1122,113,1,1,1,3,111,124,2,high_level
24036,Male,5,1210,111,1,1,1,5,112,122,1,low_level
51283,Male,12,1121,112,1,1,1,5,111,122,2,low_level
36194,Female,8,1131,112,1,1,1,5,111,137,1,low_level
21760,Female,4,1110,114,1,1,1,2,112,131,1,high_level
6615,Female,5,1122,113,1,1,1,3,111,131,2,high_level
53889,Female,8,1122,113,1,1,1,5,111,138,2,low_level
10070,Male,11,1122,114,1,1,1,3,120,131,2,low_level
19030,Male,12,1122,113,1,1,1,5,111,139,2,low_level
353,Female,5,1131,112,2,1,1,5,111,138,1,low_level
42966,Male,12,1122,113,1,1,3,3,111,134,2,high_level
55245,Male,11,1121,112,1,1,1,3,111,131,2,high_level
24709,Male,7,1122,114,1,1,1,3,111,131,2,low_level
37537,Female,9,1122,113,1,1,1,2,111,131,2,high_level
56970,Female,8,1122,125,1,1,1,3,111,133,2,high_level
35862,Female,5,1131,112,1,1,1,3,112,132,1,high_level
45637,Male,7,1132,114,1,1,1,3,111,133,1,high_level
39006,Male,6,1131,112,1,1,1,5,111,135,1,low_level
11438,Female,8,1122,114,1,1,1,2,111,131,2,high_level
25012,Female,11,1121,112,1,1,1,2,120,135,2,high_level
50767,Male,12,1121,112,1,1,1,4,120,139,2,low_level
22756,Female,11,1121,112,1,1,1,3,111,135,2,high_level
32944,Female,5,1110,125,1,1,1,3,111,131,1,high_level
32570,Male,8,1132,114,1,1,1,3,111,122,1,high_level
145,Female,4,1110,125,1,1,1,3,112,131,1,high_level
56369,Male,8,1210,111,1,1,1,5,111,135,1,low_level
42486,Male,7,1122,113,1,1,3,3,111,133,2,low_level
39284,Male,10,1122,114,1,1,1,3,111,131,2,high_level
6286,Male,4,1110,114,1,1,1,2,112,131,1,high_level
14128,Male,8,1121,112,1,1,1,3,111,131,2,low_level
54034,Male,6,1210,111,1,1,1,5,111,131,1,low_level
38025,Female,5,1210,111,1,1,1,3,111,135,1,high_level
6278,Male,6,1121,112,1,1,1,3,112,136,2,high_level
17527,Male,10,1210,111,1,1,1,2,111,122,4,high_level
27566,Female,8,1122,113,1,1,1,3,111,122,2,high_level
24926,Female,9,1110,112,1,1,1,2,111,135,1,high_level
23855,Male,6,1121,112,1,1,1,5,111,135,2,low_level
