,id,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_jail,c_charge_degree,is_recid,two_year_recid
6874,10476,Male,26,25 - 45,Caucasian,0,0,0,1,7.0,F,0,0
4006,6109,Male,20,Less than 25,Caucasian,0,0,0,0,1.0,F,0,0
6829,10412,Male,49,Greater than 45,Caucasian,0,0,0,0,1.0,F,0,0
2440,3719,Male,23,Less than 25,African-American,0,1,0,2,77.0,F,0,0
7000,10660,Male,23,Less than 25,Hispanic,0,0,0,0,1.0,M,1,1
3424,5231,Male,26,25 - 45,Hispanic,0,0,0,1,1.0,M,1,1
6110,9311,Female,58,Greater than 45,Hispanic,0,0,0,1,1.0,F,0,0
6188,9437,Male,23,Less than 25,Hispanic,0,1,0,2,23.0,F,0,0
2457,3742,Male,29,25 - 45,African-American,0,0,0,6,2.0,F,1,1
5005,7624,Male,35,25 - 45,Caucasian,0,1,0,16,1.0,F,1,1
5258,8022,Male,24,Less than 25,African-American,0,0,0,3,0.0,F,1,1
3689,5635,Female,52,Greater than 45,Caucasian,0,0,0,3,0.0,M,0,0
632,964,Male,23,Less than 25,Caucasian,0,2,0,3,9.0,F,1,1
455,689,Female,51,Greater than 45,African-American,0,0,0,16,66.0,F,0,0
3722,5684,Male,23,Less than 25,African-American,0,0,0,0,1.0,F,0,0
2445,3725,Male,23,Less than 25,African-American,0,0,2,4,1.0,F,1,1
581,887,Male,30,25 - 45,African-American,0,0,1,5,1.0,F,1,1
1478,2269,Female,47,Greater than 45,African-American,0,0,0,1,0.0,F,0,0
5583,8505,Male,24,Less than 25,African-American,0,0,0,2,2.0,M,1,1
5837,8893,Male,36,25 - 45,African-American,0,0,0,0,2.0,M,0,0
1470,2252,Male,42,25 - 45,Other,0,0,0,1,0.0,M,0,0
4874,7425,Male,24,Less than 25,African-American,0,0,0,0,1.0,F,0,0
4658,7119,Male,23,Less than 25,African-American,0,0,0,3,6.0,M,0,0
1577,2415,Male,48,Greater than 45,Hispanic,0,0,0,1,1.0,M,0,0
4261,6502,Male,27,25 - 45,African-American,0,0,1,8,1.0,M,1,1
1185,1819,Male,24,Less than 25,Other,0,0,0,5,1.0,F,0,0
6800,10370,Female,26,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
4842,7382,Male,26,25 - 45,African-American,0,0,0,5,0.0,F,1,1
5967,9109,Male,39,25 - 45,Caucasian,0,0,0,8,20.0,F,0,0
3202,4904,Male,45,Greater than 45,Other,0,0,0,0,1.0,M,0,0
7054,10757,Male,24,Less than 25,African-American,0,0,0,0,20.0,M,1,1
4470,6819,Male,36,25 - 45,Hispanic,1,0,0,2,1.0,M,1,1
5701,8688,Female,29,25 - 45,Caucasian,0,0,0,0,0.0,F,0,0
6762,10314,Female,26,25 - 45,Caucasian,0,0,0,7,13.0,F,1,1
2681,4086,Male,26,25 - 45,African-American,0,0,0,13,7.0,M,1,1
2393,3652,Male,28,25 - 45,African-American,0,0,0,1,1.0,F,1,1
258,379,Female,31,25 - 45,Hispanic,0,0,0,0,1.0,M,0,0
4465,6812,Male,24,Less than 25,Caucasian,0,0,1,1,2.0,F,0,0
2675,4080,Male,23,Less than 25,African-American,0,0,0,0,2.0,F,0,0
4460,6807,Male,31,25 - 45,African-American,0,0,0,6,53.0,F,1,1
5327,8124,Female,36,25 - 45,Caucasian,0,0,0,4,104.0,F,1,1
3075,4692,Male,47,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
2115,3232,Female,46,Greater than 45,African-American,0,0,0,0,1.0,F,0,0
1810,2746,Male,48,Greater than 45,Caucasian,0,0,0,1,0.0,M,1,1
2019,3071,Female,41,25 - 45,African-American,0,0,0,4,10.0,F,1,1
3358,5142,Female,50,Greater than 45,African-American,0,0,0,4,13.0,F,0,0
391,590,Male,48,Greater than 45,Caucasian,1,0,0,23,361.0,F,1,1
6046,9227,Male,31,25 - 45,Caucasian,0,0,0,1,1.0,F,0,0
3888,5932,Male,36,25 - 45,Caucasian,0,0,0,4,38.0,F,1,1
1427,2184,Male,23,Less than 25,Caucasian,1,0,1,5,54.0,M,1,1
6054,9238,Female,34,25 - 45,African-American,0,0,0,0,1.0,F,0,0
2249,3425,Male,24,Less than 25,Hispanic,1,0,0,6,219.0,F,1,1
2684,4098,Male,26,25 - 45,African-American,0,0,0,4,73.0,F,1,1
5568,8479,Male,47,Greater than 45,African-American,0,0,0,4,1.0,F,1,1
5125,7804,Male,33,25 - 45,African-American,0,0,0,3,12.0,F,1,1
7209,10996,Male,23,Less than 25,African-American,0,0,0,0,2.0,F,0,0
2152,3293,Female,27,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
2094,3198,Male,21,Less than 25,Other,0,0,0,0,5.0,F,0,0
439,662,Female,24,Less than 25,Caucasian,0,0,0,0,0.0,F,0,0
6946,10572,Male,28,25 - 45,African-American,0,0,0,20,0.0,F,1,1
6470,9865,Male,30,25 - 45,African-American,1,0,0,9,1.0,M,1,1
1438,2205,Female,23,Less than 25,African-American,0,0,0,0,1.0,M,0,0
4725,7217,Male,26,25 - 45,Caucasian,0,0,0,7,1.0,F,0,0
2916,4452,Male,26,25 - 45,African-American,0,0,0,6,2.0,F,1,1
5790,8821,Male,24,Less than 25,African-American,5,1,0,10,0.0,F,1,1
3733,5698,Male,34,25 - 45,Hispanic,0,0,0,0,0.0,M,0,0
2816,4305,Male,38,25 - 45,Hispanic,0,0,0,0,1.0,M,0,0
6183,9429,Male,22,Less than 25,Hispanic,0,0,0,2,32.0,F,1,1
6569,10020,Male,27,25 - 45,Caucasian,0,0,0,0,12.0,F,0,0
1305,2002,Male,49,Greater than 45,Caucasian,0,0,0,12,22.0,M,0,0
4005,6108,Male,29,25 - 45,African-American,0,0,0,0,1.0,F,1,1
3558,5438,Male,20,Less than 25,African-American,0,0,0,1,2.0,F,1,1
5495,8375,Male,51,Greater than 45,African-American,0,0,0,21,449.0,F,1,1
3525,5390,Male,21,Less than 25,African-American,0,0,0,0,7.0,F,1,1
3316,5075,Male,26,25 - 45,African-American,1,3,0,24,86.0,M,1,1
1350,2072,Female,66,Greater than 45,Caucasian,0,0,0,1,28.0,M,0,0
5814,8858,Male,22,Less than 25,African-American,0,1,3,2,1.0,F,0,0
5409,8245,Female,38,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
5517,8408,Male,27,25 - 45,Caucasian,0,0,0,0,2.0,M,0,0
2283,3476,Male,28,25 - 45,African-American,0,0,0,6,1.0,M,1,1
1937,2936,Male,27,25 - 45,African-American,0,1,0,1,8.0,F,0,0
2081,3176,Male,41,25 - 45,African-American,0,0,0,4,1.0,F,0,0
5718,8716,Male,30,25 - 45,African-American,0,0,0,0,1.0,M,0,0
3577,5460,Male,25,25 - 45,African-American,1,2,0,9,50.0,F,1,1
832,1255,Male,25,25 - 45,African-American,0,1,1,3,1.0,F,1,1
125,192,Female,64,Greater than 45,Caucasian,0,0,0,2,0.0,M,0,0
3251,4969,Male,24,Less than 25,African-American,0,0,0,1,1.0,M,0,0
6043,9224,Male,39,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
3813,5821,Male,31,25 - 45,Caucasian,0,0,0,3,0.0,M,0,0
4936,7517,Female,41,25 - 45,African-American,0,0,0,0,1.0,M,0,0
5920,9033,Male,24,Less than 25,Other,0,0,0,1,1.0,F,0,0
5370,8187,Male,23,Less than 25,African-American,0,0,0,0,1.0,M,1,1
7066,10773,Male,20,Less than 25,Caucasian,0,0,3,1,1.0,F,1,1
6196,9446,Male,31,25 - 45,Other,0,0,0,3,0.0,F,1,0
6558,10007,Male,20,Less than 25,African-American,0,0,0,0,0.0,F,0,0
5766,8785,Female,27,25 - 45,Hispanic,0,0,0,0,0.0,M,0,0
5918,9031,Male,27,25 - 45,African-American,0,0,0,21,35.0,F,1,1
4884,7441,Male,23,Less than 25,Other,0,0,0,2,2.0,F,1,0
1262,1926,Female,45,Greater than 45,Caucasian,0,0,0,5,0.0,M,0,0
4161,6356,Male,35,25 - 45,Hispanic,0,0,0,3,10.0,F,1,1
6024,9196,Male,35,25 - 45,Caucasian,0,0,0,0,1.0,F,1,1
80,119,Male,32,25 - 45,African-American,0,0,0,0,1.0,F,0,0
962,1475,Male,56,Greater than 45,Hispanic,0,0,0,0,0.0,M,0,0
49,70,Male,29,25 - 45,African-American,0,0,0,0,0.0,F,0,0
3751,5729,Male,21,Less than 25,Caucasian,0,1,0,4,33.0,M,1,1
2907,4441,Female,54,Greater than 45,Caucasian,0,0,0,1,0.0,M,0,0
2190,3344,Male,38,25 - 45,African-American,0,0,0,2,193.0,F,1,1
568,869,Male,44,25 - 45,Caucasian,0,0,0,11,180.0,M,0,0
4320,6589,Female,27,25 - 45,African-American,0,0,0,1,0.0,F,1,1
3935,5997,Male,24,Less than 25,Caucasian,0,0,0,1,1.0,F,0,0
6021,9189,Male,48,Greater than 45,Caucasian,0,0,0,6,6.0,F,0,0
3165,4839,Male,35,25 - 45,African-American,0,0,1,5,6.0,F,0,0
6023,9192,Female,34,25 - 45,African-American,0,0,0,1,1.0,M,0,0
5286,8061,Male,25,25 - 45,Caucasian,0,0,0,4,1.0,F,0,0
2246,3420,Male,42,25 - 45,African-American,0,0,0,1,0.0,F,0,0
6589,10048,Male,29,25 - 45,Caucasian,0,1,0,8,9.0,F,1,1
4625,7068,Male,43,25 - 45,Caucasian,0,0,0,2,41.0,F,0,0
3229,4941,Male,26,25 - 45,Hispanic,0,0,0,1,2.0,M,0,0
2466,3758,Male,45,Greater than 45,African-American,0,0,0,3,2.0,M,0,0
5235,7985,Male,35,25 - 45,African-American,0,0,0,0,2.0,F,0,0
3506,5365,Male,56,Greater than 45,Caucasian,0,0,0,0,1.0,F,0,0
5399,8226,Male,39,25 - 45,Caucasian,0,0,0,3,1.0,F,1,1
4889,7446,Male,50,Greater than 45,Caucasian,0,0,0,0,1.0,F,0,0
6139,9358,Male,34,25 - 45,African-American,3,1,0,9,1.0,F,1,1
5617,8565,Male,30,25 - 45,African-American,0,0,0,13,475.0,F,1,1
5373,8190,Male,27,25 - 45,Other,0,0,0,6,1.0,F,1,1
395,599,Male,33,25 - 45,Caucasian,0,0,0,3,0.0,M,0,0
6280,9581,Female,23,Less than 25,African-American,0,0,0,0,25.0,F,0,0
3070,4683,Male,29,25 - 45,Hispanic,0,0,0,0,1.0,M,0,0
1441,2208,Male,32,25 - 45,African-American,0,0,0,2,1.0,F,1,1
4657,7117,Male,55,Greater than 45,Caucasian,0,0,0,0,1.0,F,1,0
4367,6660,Male,39,25 - 45,Caucasian,0,0,0,2,2.0,F,1,1
4310,6575,Male,44,25 - 45,Hispanic,0,0,0,2,1.0,F,1,1
2428,3702,Male,46,Greater than 45,Caucasian,0,0,0,5,0.0,F,1,1
1820,2759,Male,32,25 - 45,Caucasian,0,0,2,6,0.0,M,0,0
2608,3987,Male,25,25 - 45,Caucasian,0,0,0,2,1.0,F,1,1
6235,9517,Female,57,Greater than 45,Caucasian,0,0,0,2,1.0,F,0,0
5406,8239,Male,28,25 - 45,African-American,0,0,1,7,2.0,F,0,0
5715,8711,Male,24,Less than 25,Other,0,0,0,0,1.0,F,0,0
1556,2387,Male,21,Less than 25,Caucasian,0,0,0,0,4.0,F,1,1
4096,6240,Male,50,Greater than 45,African-American,0,0,0,0,1.0,F,0,0
607,924,Female,59,Greater than 45,Caucasian,0,0,0,0,0.0,M,0,0
276,405,Male,27,25 - 45,Caucasian,0,0,0,0,2.0,F,1,1
2144,3285,Male,46,Greater than 45,African-American,0,0,0,5,2.0,F,1,1
6193,9442,Male,25,25 - 45,African-American,0,0,0,1,1.0,F,1,1
2443,3722,Male,23,Less than 25,African-American,0,0,0,1,27.0,M,1,1
323,478,Male,29,25 - 45,African-American,0,0,0,7,1.0,F,0,0
4661,7123,Male,27,25 - 45,African-American,0,0,0,0,1.0,M,1,1
4788,7301,Male,36,25 - 45,African-American,0,0,0,2,3.0,F,1,1
5944,9074,Male,34,25 - 45,African-American,0,0,0,1,0.0,F,0,0
330,493,Male,45,Greater than 45,African-American,0,0,0,1,0.0,F,0,0
5317,8112,Female,55,Greater than 45,African-American,0,0,0,1,2.0,M,0,0
1896,2879,Male,29,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
6186,9435,Male,24,Less than 25,Caucasian,0,0,0,3,36.0,F,0,0
4471,6820,Male,25,25 - 45,African-American,0,0,0,1,0.0,F,0,0
3237,4951,Female,51,Greater than 45,Hispanic,0,0,0,2,0.0,M,0,0
3543,5418,Male,27,25 - 45,African-American,0,0,0,0,2.0,F,0,0
1139,1741,Male,24,Less than 25,African-American,0,0,0,5,117.0,F,1,1
3653,5578,Male,24,Less than 25,African-American,0,0,3,3,44.0,F,1,1
5355,8161,Female,20,Less than 25,African-American,0,0,0,0,1.0,F,0,0
6122,9334,Male,46,Greater than 45,African-American,0,0,0,3,29.0,M,1,1
5741,8749,Male,52,Greater than 45,Other,0,0,0,0,7.0,F,1,1
606,923,Male,43,25 - 45,African-American,0,0,0,1,0.0,M,0,0
3005,4591,Male,25,25 - 45,Caucasian,0,2,1,9,54.0,F,0,0
4157,6347,Male,21,Less than 25,African-American,0,0,0,2,86.0,F,1,1
1371,2103,Male,28,25 - 45,African-American,0,0,1,2,1.0,F,1,1
451,685,Female,46,Greater than 45,African-American,0,0,0,2,10.0,F,1,1
5365,8179,Male,21,Less than 25,Caucasian,0,0,0,0,1.0,M,1,1
4800,7319,Male,30,25 - 45,Caucasian,0,0,1,2,0.0,M,1,1
3940,6005,Male,34,25 - 45,Caucasian,0,0,0,8,69.0,F,0,0
3983,6078,Female,28,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
6412,9786,Male,26,25 - 45,African-American,0,0,0,7,2.0,F,1,1
3909,5964,Female,23,Less than 25,African-American,0,0,0,1,1.0,F,0,0
191,286,Male,32,25 - 45,African-American,0,0,0,13,97.0,F,1,1
836,1259,Male,26,25 - 45,Caucasian,0,0,0,5,35.0,F,1,1
4368,6661,Male,24,Less than 25,Caucasian,0,0,0,0,0.0,F,0,0
6656,10151,Female,47,Greater than 45,Hispanic,0,0,0,1,2.0,F,0,0
116,177,Male,22,Less than 25,African-American,0,0,0,0,1.0,F,1,1
5181,7901,Male,25,25 - 45,Caucasian,0,0,0,6,55.0,M,1,1
3491,5342,Male,47,Greater than 45,Caucasian,0,0,0,3,63.0,M,0,0
4823,7347,Female,25,25 - 45,African-American,0,0,0,0,5.0,F,0,0
4002,6105,Male,29,25 - 45,African-American,0,0,0,4,1.0,F,1,0
6444,9830,Male,48,Greater than 45,Caucasian,0,0,0,0,1.0,F,0,0
1935,2934,Male,25,25 - 45,African-American,0,0,0,1,1.0,F,1,1
2051,3134,Male,24,Less than 25,African-American,0,0,0,1,1.0,M,1,1
6426,9802,Male,34,25 - 45,African-American,0,0,0,0,1.0,F,0,0
2441,3720,Male,55,Greater than 45,Caucasian,0,0,0,33,242.0,F,1,1
524,804,Male,20,Less than 25,African-American,0,0,0,0,0.0,F,1,1
2475,3771,Male,25,25 - 45,African-American,0,1,2,5,155.0,F,1,1
602,918,Female,38,25 - 45,African-American,0,0,0,1,1.0,F,0,0
1041,1599,Female,37,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
5866,8942,Male,22,Less than 25,Caucasian,0,1,1,3,0.0,M,1,1
2982,4556,Female,33,25 - 45,African-American,0,0,0,3,1.0,M,0,0
6543,9977,Male,37,25 - 45,African-American,0,0,0,5,6.0,M,1,1
1847,2802,Male,43,25 - 45,Caucasian,0,0,0,0,0.0,M,0,0
3072,4685,Male,32,25 - 45,African-American,0,0,0,9,39.0,M,1,1
1445,2215,Male,22,Less than 25,African-American,0,0,0,3,214.0,F,1,1
3687,5633,Male,37,25 - 45,African-American,0,0,0,0,1.0,M,0,0
3845,5869,Male,26,25 - 45,Caucasian,1,0,0,2,1.0,F,1,0
2987,4562,Male,28,25 - 45,African-American,0,0,0,9,2.0,M,0,0
3714,5672,Male,37,25 - 45,Other,0,0,0,0,1.0,M,0,0
2259,3441,Male,49,Greater than 45,Caucasian,0,0,0,0,2.0,F,1,1
2147,3288,Male,43,25 - 45,African-American,0,0,0,18,9.0,F,1,1
6919,10539,Male,32,25 - 45,Caucasian,0,0,0,8,1.0,M,1,1
2446,3726,Female,41,25 - 45,Hispanic,0,0,0,0,0.0,F,0,0
3210,4917,Female,47,Greater than 45,Hispanic,0,0,0,2,0.0,F,0,0
548,841,Male,23,Less than 25,Caucasian,0,0,0,2,1.0,F,0,0
4177,6379,Male,22,Less than 25,Caucasian,0,0,1,1,1.0,F,0,0
4145,6326,Male,23,Less than 25,Caucasian,0,0,0,3,26.0,M,1,1
1662,2533,Male,19,Less than 25,Caucasian,0,0,0,0,3.0,M,1,1
6496,9905,Male,22,Less than 25,Caucasian,0,0,1,2,25.0,M,1,1
1764,2678,Male,21,Less than 25,African-American,0,0,0,0,1.0,M,0,0
4594,7026,Male,35,25 - 45,African-American,0,0,0,7,29.0,F,0,0
3172,4848,Male,30,25 - 45,African-American,0,0,0,1,0.0,M,0,0
519,794,Male,29,25 - 45,African-American,0,0,0,5,2.0,F,1,1
3278,5015,Male,25,25 - 45,Caucasian,0,0,0,0,1.0,M,1,1
905,1370,Female,53,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
2523,3842,Male,35,25 - 45,Hispanic,0,0,0,2,8.0,F,0,0
2706,4128,Male,20,Less than 25,African-American,0,0,0,0,1.0,M,1,1
4073,6206,Male,47,Greater than 45,Hispanic,0,0,0,1,17.0,F,0,0
6661,10163,Male,22,Less than 25,African-American,0,0,0,4,1.0,M,0,0
511,785,Female,26,25 - 45,African-American,0,0,0,0,1.0,M,0,0
7088,10814,Male,54,Greater than 45,African-American,0,0,0,10,0.0,F,1,1
2545,3881,Male,31,25 - 45,African-American,0,1,3,10,1.0,F,1,1
3829,5846,Male,34,25 - 45,Hispanic,0,0,0,3,5.0,M,0,0
5090,7744,Male,53,Greater than 45,Caucasian,0,0,0,8,4.0,M,1,1
4894,7451,Male,63,Greater than 45,Caucasian,0,0,0,1,0.0,M,0,0
963,1479,Male,52,Greater than 45,African-American,0,0,0,6,2.0,M,1,1
3007,4593,Male,38,25 - 45,Asian,0,0,0,0,1.0,M,0,0
2740,4182,Male,32,25 - 45,Caucasian,0,0,0,0,7.0,F,0,0
3422,5226,Male,35,25 - 45,African-American,0,0,0,27,1.0,F,0,0
4018,6127,Male,44,25 - 45,African-American,0,0,0,0,2.0,M,0,0
2186,3340,Male,38,25 - 45,African-American,0,5,0,37,31.0,M,1,1
808,1225,Male,24,Less than 25,African-American,0,0,0,1,1.0,F,1,1
203,302,Female,35,25 - 45,African-American,0,1,0,23,2.0,F,1,1
6429,9806,Male,57,Greater than 45,Other,0,0,0,0,1.0,F,1,0
7150,10917,Male,44,25 - 45,African-American,0,0,1,11,1.0,F,1,1
4942,7525,Male,26,25 - 45,Caucasian,0,0,0,2,0.0,F,0,0
4463,6810,Male,22,Less than 25,African-American,0,0,0,1,103.0,F,1,1
2932,4478,Male,56,Greater than 45,African-American,0,0,0,24,6.0,F,0,0
811,1229,Male,35,25 - 45,African-American,0,0,0,7,1.0,F,0,0
2078,3170,Female,27,25 - 45,African-American,0,0,0,0,7.0,M,1,1
7176,10951,Male,22,Less than 25,Hispanic,0,0,1,0,1.0,M,0,0
2966,4524,Male,20,Less than 25,Caucasian,0,0,2,0,0.0,F,0,0
6304,9621,Male,53,Greater than 45,Caucasian,0,0,0,0,11.0,F,0,0
6215,9484,Female,41,25 - 45,Caucasian,0,0,0,1,29.0,M,0,0
2589,3960,Male,30,25 - 45,African-American,0,0,0,0,1.0,F,0,0
2070,3161,Male,36,25 - 45,Hispanic,0,0,0,0,0.0,F,0,0
1509,2311,Male,31,25 - 45,Other,0,0,0,2,13.0,F,1,1
4452,6796,Male,23,Less than 25,African-American,0,0,0,0,1.0,F,1,1
3994,6095,Male,31,25 - 45,African-American,3,0,1,15,5.0,M,1,1
6970,10614,Male,27,25 - 45,African-American,0,0,0,5,37.0,M,1,1
1759,2671,Male,29,25 - 45,African-American,0,2,1,7,2.0,F,1,1
1867,2837,Female,58,Greater than 45,African-American,0,0,0,3,18.0,M,0,0
2833,4331,Male,50,Greater than 45,African-American,0,0,2,24,32.0,M,1,1
5855,8925,Male,27,25 - 45,African-American,0,0,0,0,3.0,F,0,0
6933,10554,Male,22,Less than 25,African-American,0,0,0,0,2.0,F,1,1
2068,3159,Male,42,25 - 45,Caucasian,0,0,0,0,2.0,F,0,0
1369,2100,Male,44,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
5430,8269,Female,29,25 - 45,African-American,0,1,0,11,23.0,F,1,1
1598,2445,Male,31,25 - 45,African-American,0,0,0,5,11.0,F,1,1
2347,3576,Male,46,Greater than 45,Caucasian,0,0,0,4,3.0,F,0,0
5321,8116,Male,21,Less than 25,Caucasian,0,0,0,1,1.0,F,0,0
3249,4967,Male,32,25 - 45,African-American,0,3,0,10,4.0,F,1,1
3131,4783,Male,31,25 - 45,Caucasian,0,0,0,1,0.0,F,1,1
1140,1742,Male,20,Less than 25,Other,0,0,0,0,12.0,M,1,1
6842,10428,Male,53,Greater than 45,Caucasian,0,0,0,8,5.0,M,0,0
747,1136,Male,25,25 - 45,African-American,0,1,1,7,1.0,M,1,1
6513,9926,Male,30,25 - 45,Caucasian,0,0,0,11,0.0,M,1,1
5613,8558,Male,55,Greater than 45,African-American,0,0,0,8,2.0,F,1,1
4124,6292,Male,56,Greater than 45,African-American,0,0,0,3,15.0,M,0,0
956,1467,Male,29,25 - 45,African-American,0,0,1,10,23.0,F,1,1
4617,7054,Male,51,Greater than 45,Caucasian,0,0,0,0,2.0,M,0,0
7139,10896,Male,35,25 - 45,African-American,0,0,0,18,112.0,F,1,1
5501,8384,Female,39,25 - 45,African-American,0,0,0,3,0.0,F,0,0
2985,4559,Male,41,25 - 45,African-American,0,0,0,2,12.0,M,1,1
1567,2401,Male,29,25 - 45,African-American,0,0,0,2,1.0,M,0,0
4740,7237,Male,40,25 - 45,Caucasian,0,0,0,3,40.0,M,0,0
3719,5678,Male,38,25 - 45,African-American,0,1,0,16,242.0,F,1,1
2285,3480,Male,53,Greater than 45,African-American,0,0,0,1,1.0,M,0,0
5332,8132,Male,22,Less than 25,African-American,0,1,2,1,3.0,F,0,0
7152,10919,Male,35,25 - 45,African-American,0,0,1,12,1.0,M,1,1
4711,7196,Male,53,Greater than 45,African-American,0,0,0,6,1.0,F,1,0
1229,1879,Male,22,Less than 25,African-American,0,0,0,0,1.0,F,0,0
929,1422,Female,27,25 - 45,Hispanic,0,0,0,0,1.0,M,1,1
3387,5180,Female,32,25 - 45,Other,0,0,0,0,2.0,M,0,0
5220,7963,Male,33,25 - 45,Hispanic,0,0,0,0,1.0,M,0,0
3354,5137,Female,38,25 - 45,African-American,0,0,0,3,0.0,F,1,1
3978,6071,Male,45,Greater than 45,African-American,0,0,0,11,1.0,F,0,0
5427,8266,Male,26,25 - 45,African-American,0,0,0,3,0.0,F,1,0
5849,8918,Female,29,25 - 45,Caucasian,0,0,0,1,1.0,F,1,1
1528,2342,Female,29,25 - 45,African-American,0,0,0,11,1.0,F,0,0
3167,4841,Male,55,Greater than 45,Caucasian,0,0,0,0,2.0,M,0,0
4211,6428,Female,43,25 - 45,Caucasian,0,0,0,22,27.0,M,1,1
4676,7145,Male,29,25 - 45,African-American,0,0,0,1,1.0,F,1,1
6679,10189,Male,29,25 - 45,African-American,1,0,0,8,7.0,F,1,1
4198,6405,Male,83,Greater than 45,Caucasian,0,0,0,4,0.0,F,0,0
5703,8694,Male,25,25 - 45,Caucasian,0,0,0,0,0.0,F,0,0
2901,4435,Female,48,Greater than 45,Other,0,0,0,0,1.0,F,0,0
2825,4319,Male,56,Greater than 45,Caucasian,0,0,0,2,3.0,F,0,0
263,385,Male,20,Less than 25,African-American,0,0,0,1,1.0,F,1,1
4242,6478,Female,40,25 - 45,Hispanic,0,0,0,4,5.0,F,1,1
6242,9528,Male,59,Greater than 45,African-American,0,0,0,17,179.0,F,0,0
1228,1877,Male,24,Less than 25,African-American,0,0,0,2,1.0,M,1,1
4569,6986,Male,36,25 - 45,Hispanic,0,0,0,1,4.0,M,0,0
5743,8752,Male,29,25 - 45,Caucasian,0,0,0,1,1.0,F,0,0
6631,10118,Male,55,Greater than 45,Hispanic,0,0,0,0,1.0,M,0,0
2294,3492,Male,23,Less than 25,African-American,0,0,0,3,1.0,F,0,0
4048,6170,Male,29,25 - 45,African-American,0,1,0,8,1.0,M,1,1
4577,6999,Male,22,Less than 25,African-American,0,0,0,0,0.0,F,0,0
6706,10229,Male,31,25 - 45,African-American,0,0,0,2,1.0,F,0,0
441,668,Male,25,25 - 45,Hispanic,0,0,0,2,1.0,F,1,1
2417,3685,Male,36,25 - 45,African-American,0,0,0,1,0.0,M,1,1
5298,8082,Male,59,Greater than 45,African-American,0,0,0,8,9.0,F,1,1
6562,10011,Male,45,Greater than 45,African-American,0,0,0,4,0.0,M,1,1
1968,2988,Male,57,Greater than 45,Caucasian,0,0,0,2,2.0,F,0,0
1443,2211,Male,24,Less than 25,African-American,0,0,0,5,1.0,F,1,1
98,150,Female,44,25 - 45,Hispanic,0,0,0,0,1.0,M,0,0
1613,2471,Male,45,Greater than 45,Hispanic,0,0,0,4,0.0,F,0,0
7212,11000,Female,33,25 - 45,African-American,0,0,0,3,1.0,M,0,0
6712,10237,Male,21,Less than 25,Caucasian,0,0,0,0,1.0,F,1,1
2550,3890,Male,37,25 - 45,Other,2,0,0,11,1.0,F,0,0
2702,4123,Male,51,Greater than 45,Caucasian,0,0,0,1,3.0,F,0,0
5336,8136,Male,61,Greater than 45,Caucasian,0,0,0,1,4.0,F,1,1
188,281,Male,66,Greater than 45,African-American,0,0,0,3,2.0,F,1,0
7017,10685,Female,28,25 - 45,African-American,0,0,0,1,1.0,F,0,0
7100,10836,Male,25,25 - 45,African-American,0,0,0,3,1.0,F,1,1
3639,5557,Male,51,Greater than 45,African-American,0,0,0,0,30.0,M,1,1
5319,8114,Male,24,Less than 25,African-American,2,0,0,7,3.0,M,1,1
2450,3732,Male,26,25 - 45,African-American,0,0,0,1,32.0,M,0,0
5779,8803,Male,28,25 - 45,Hispanic,0,0,0,3,0.0,F,0,0
1664,2536,Male,57,Greater than 45,African-American,0,0,0,27,9.0,M,0,0
6595,10056,Male,31,25 - 45,Other,0,1,0,5,1.0,M,0,0
599,915,Male,59,Greater than 45,African-American,0,0,0,17,58.0,F,1,1
3364,5150,Male,38,25 - 45,African-American,0,0,0,1,4.0,M,0,0
1096,1680,Male,50,Greater than 45,Caucasian,0,0,0,8,12.0,F,0,0
1334,2054,Male,25,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
2467,3759,Female,31,25 - 45,African-American,0,0,0,14,2.0,F,0,0
3067,4680,Male,34,25 - 45,Hispanic,0,0,0,0,1.0,F,0,0
5542,8440,Male,40,25 - 45,Caucasian,0,0,0,6,1.0,F,0,0
6643,10132,Male,31,25 - 45,Caucasian,0,0,0,2,34.0,M,1,1
3057,4668,Female,65,Greater than 45,Caucasian,0,0,0,1,0.0,F,0,0
5843,8906,Male,20,Less than 25,Caucasian,0,1,1,1,13.0,F,1,1
1355,2078,Male,43,25 - 45,Caucasian,0,0,0,4,2.0,F,1,1
3437,5258,Male,55,Greater than 45,Caucasian,0,0,0,3,1.0,M,0,0
5134,7817,Male,27,25 - 45,Hispanic,0,0,0,0,1.0,M,0,0
1534,2353,Male,47,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
3442,5263,Male,19,Less than 25,African-American,2,1,1,3,1.0,F,1,1
2336,3557,Male,20,Less than 25,Hispanic,1,0,0,1,1.0,F,1,1
